transaction_id,timestamp,amount,customer_id,customer_age,previous_transactions,is_fraud,merchant_category_entertainment,merchant_category_fashion,merchant_category_fuel,merchant_category_grocery,customer_location_FL,customer_location_IL,customer_location_NY,customer_location_TX,device_type_mobile,device_type_tablet,age_group
916306a3-f7e2-4371-992a-38ab8030b680,2022-01-02 06:53:04,-0.5608201101775003,bef45806-a255-4cdb-a45e-012d533eee34,0.2965994326477271,-0.5793231180062307,0,False,False,True,False,False,False,True,False,False,True,young
2d922a41-edd9-4649-81f0-c599db4b923d,2024-09-05 14:18:29,2.446039908418616,f600bad0-d244-42c4-9db3-1115214dd1c4,0.965339134685351,0.5725272011233661,0,False,False,False,False,False,True,False,False,True,False,young
9d2ec6cd-f8ed-4c68-9ec7-1450c30b7fe0,2022-12-07 06:24:09,0.46897662110710164,050c0996-fd20-4ce0-94ec-b1bbc1f3c229,-1.3752498224463328,-0.5793231180062307,0,True,False,False,False,False,False,False,True,False,True,
f65f1e63-1b91-4a79-95e4-4dd825992461,2022-08-19 03:58:47,-0.021738413224645068,71693a5a-7103-4876-9e03-0fcb64ba3e28,1.7009528069267374,1.724377520252963,0,False,True,False,False,True,False,False,False,False,False,young
e6a8161d-4fdc-4483-9b61-2c8c86567e78,2023-04-19 12:55:52,-0.9250283711711222,18ed5ca8-d0eb-4ccf-b4d3-fa37f15b89c7,0.2965994326477271,-1.7311734371358276,0,False,True,False,False,False,False,False,True,False,True,young
8298660b-ec2d-4b57-9213-19c36cae1314,2022-02-18 03:23:07,-0.9250283711711222,835b4cea-29b6-4fb5-bc6b-9c1573ce5be4,-1.57587173305762,1.1484523606881645,0,False,True,False,False,True,False,False,False,False,False,
f7bbd590-528b-439a-9f9b-eb83d19c426f,2023-05-04 04:14:25,-1.0584620283519688,753c5606-a7b3-40a6-8a15-79f73ecd73d7,0.8984651644815886,-1.7311734371358276,0,False,False,False,True,True,False,False,False,False,False,young
f3b5c758-302c-478a-aad5-7433b703502f,2023-12-08 21:41:26,1.3129627314176473,c5f0e7c3-7ece-4e17-8cf7-f69513615672,-1.57587173305762,0.5725272011233661,0,False,False,False,True,False,False,False,False,True,False,
e2bd4476-a5ba-42a4-939b-ad8f038a17af,2023-11-23 09:02:41,-0.014203907992211232,49cfe62d-cc60-4e80-8171-e62bb8e48bf7,0.4303473730552519,-0.5793231180062307,0,False,True,False,False,False,False,False,False,False,False,young
eae97e5a-0127-4210-8307-7b7d7f0f424f,2023-12-31 05:36:52,0.3651948877442211,90187a12-689d-4f9e-afe5-282c57141277,1.7009528069267374,1.1484523606881645,0,False,False,True,False,False,False,True,False,True,False,young
db38b93f-9dd0-4418-b94d-1b3ba6b7392e,2024-11-24 20:04:47,-1.1058564967495372,a6a13b4c-1a14-4aed-9ee6-85e9eec7c514,-0.907132031019996,-1.155248277571029,0,False,False,True,False,False,False,True,False,False,True,
91e64862-274b-483c-a83f-5fdfd31c82c3,2022-05-20 19:31:45,2.446039908418616,0f01e437-5ac2-41d1-8d76-d70025b98220,-0.37214026938989686,-1.155248277571029,0,False,False,False,True,False,False,False,True,False,True,
6b9d8766-5ae2-4e9f-92ae-637002ed2c8f,2023-09-05 08:43:44,1.039776154602945,d52fdcb7-ec42-4636-8681-fcd55eab7fca,0.6978432538703014,-0.5793231180062307,0,False,True,False,False,False,False,False,False,False,False,young
a26096ca-9bb0-4c6a-a8c6-a9292861afaa,2023-02-22 01:53:58,-0.8410550951128665,c82651cf-6f9e-42ff-91c0-0ff5e9d717f6,-0.7065101204087089,0.5725272011233661,0,False,False,True,False,True,False,False,False,False,True,
0d0f846b-7721-4a91-a14f-1ce66dc5f522,2023-08-19 17:17:25,-0.8872343207310102,0ef349bc-566d-4bc7-9c18-fed5904d80bd,-0.37214026938989686,-1.155248277571029,0,False,False,False,True,False,False,False,False,False,False,
332a85b4-e265-435b-a252-4633d9d41402,2024-09-04 01:16:22,-0.8849253594501029,aa61e89e-c63c-4958-ad49-7af265cda4c9,1.4334569261116878,-0.5793231180062307,0,False,True,False,False,True,False,False,False,False,True,young
6a150812-33f5-4fc0-9e5b-e2a85576032a,2023-03-12 01:47:01,-0.6902434661862449,6637d475-d1ba-44f7-afbe-131b19c38708,1.1659610452966382,1.1484523606881645,0,False,False,False,False,False,False,False,False,False,False,young
60906371-451b-44a4-9082-260f7d60fa37,2024-08-31 09:03:51,-0.22711444294744165,80c2c997-a78e-4507-8f02-67f3914775df,-0.907132031019996,1.1484523606881645,0,False,True,False,False,True,False,False,False,False,False,
1d3c6458-2173-45b9-8511-421daa009a96,2023-03-07 06:27:29,-0.4439137547968316,f6b1f549-0801-4822-8ec0-a5dfcbfd2a70,-1.5089977628538576,0.5725272011233661,0,False,True,False,False,False,False,False,True,False,True,
d861ffc6-a442-44e4-887d-f598dd6e2868,2022-05-01 06:04:20,-0.7128469818835468,68c46854-7e5f-40a0-806f-d2a41671ed83,0.2965994326477271,-1.155248277571029,0,True,False,False,False,False,False,False,False,False,True,young
c7f83eae-f4bb-4a37-ba02-50c0fced1286,2022-04-30 09:58:39,0.018972219886086716,dd05ce80-ff4f-4fa4-ab22-fc5894a96806,-1.1746279118350456,-0.0033979584414323204,0,True,False,False,False,False,True,False,False,False,True,
de7d37f1-c5d0-49d6-b9ce-6302cdba8597,2023-01-22 02:33:11,-0.9486040810919641,f233aaa4-b77d-4881-a7a9-2950bfd6a130,1.4334569261116878,0.5725272011233661,0,False,False,False,False,False,True,False,False,False,True,young
96c38e8f-0f1c-4e46-aafb-5c702a6e5273,2022-01-22 04:17:10,-0.7112671662702945,5170aa3f-5357-4566-9d71-9639f4516c47,0.4303473730552519,-0.5793231180062307,0,False,False,False,False,True,False,False,False,False,False,young
f93017bf-8df1-44ac-94d2-6408389ab6d5,2024-12-22 01:28:32,-0.5766182663100231,e66df721-f26a-48d3-9bd5-29a7aa02dfa7,0.6978432538703014,-0.5793231180062307,0,False,True,False,False,False,False,False,True,False,False,young
1924f3ac-9f7b-4181-85b2-bac737549881,2023-06-01 07:38:33,-0.39117221816979386,3ccdd5fa-8dd1-4677-a51c-3b9267b044f1,0.6978432538703014,-0.5793231180062307,0,False,False,True,False,True,False,False,False,False,True,young
5d4e9760-6581-49dc-ab9d-3ae31ae0936e,2022-05-28 14:50:13,0.7377883239158743,7e4bec6e-1633-4bbb-82bd-e03c6e7ad921,-0.17151835877860966,-0.5793231180062307,0,False,False,False,False,False,False,False,True,False,True,
528c41b4-a51c-49d1-80c7-1df6da64c013,2023-01-30 09:56:20,-0.8604989795836638,56f24a96-2ee9-48f2-88be-9a3b8c0d4031,-0.10464438857484727,-0.5793231180062307,0,False,True,False,False,False,False,True,False,True,False,
227dccc9-56d4-4d43-a7c4-934dde2c4b62,2023-12-21 18:52:36,-0.25372825981684544,0693d18e-79ba-475a-9768-e99bdffbe8bd,1.634078836722975,0.5725272011233661,0,False,False,False,True,False,False,False,False,False,False,young
